strategy,complexity,workload,seed,read_avg_ms,read_p95_ms,throughput_qps,load_cv,staleness_pct,router_overhead_ms,avg_cpu_pct,total_queries,errors,duration_s,gini
latency_based,simple,read_heavy,142,8.90807795603765,15.123800025321543,1085.9,0.8971667127114221,0.0,0.009930920585536311,6.0,32577,0,30.0,0.0
least_conn,simple,read_heavy,142,11.267867817895088,22.87460002116859,836.8740010653485,0.8678017393020475,0.0,0.01163068869507392,4.666666666666667,25133,0,30.03200000000652,0.2711288292068821
load_based,simple,read_heavy,142,9.471585164458915,15.674999973271042,1026.639479051571,0.9289046228625524,0.0,0.009696411974794341,5.333333333333333,31216,0,30.405999999959022,0.35073266257005875
round_robin,simple,read_heavy,142,9.50149310517349,16.40739996219054,1018.1333333333333,0.46008072442890224,0.0,0.005511174100580332,4.638888888888889,30544,0,30.0,2.299405603651456e-05
weighted_rr,simple,read_heavy,142,9.473892872260638,14.390700031071901,1019.3333333333334,0.7449187983541485,0.0,0.02515292037787017,4.416666666666667,30580,0,30.0,0.28571100469677657
